type,text,text_clean,target
ham,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham",request ' maangalyam alaipayuthe ' set callertune caller press 9 copy friend callertuneham,0
ham,"Hmm ill have to think about it... ok you're forgiven! =D,ham",hmm ill think ok forgive dham,0
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?,ham",hope away 7 langport town tonightham,0
ham,"Want to send me a virtual hug?... I need one,ham",want send virtual hug need oneham,0
ham,"Probably not, still going over some stuff here,ham",probably stuff hereham,0
ham,"It has issues right now. Ill fix for her by tomorrow.,ham",issue right ill fix tomorrowham,0
ham,"Why i come in between you people,ham",come peopleham,0
ham,"Senthil group company Apnt 5pm.,ham",senthil group company apnt 5pmham,0
ham,"Oh really?? Did you make it on air? What's your talent?,ham",oh air talentham,0
ham,"Studying. But i.ll be free next weekend.,ham",study ill free weekendham,0
ham,"R u here yet? I'm wearing blue shirt n black pants.,ham",r u wear blue shirt n black pantsham,0
ham,"Wait.i will come out.. &lt;#&gt;  min:),ham",waiti come ltgt   minham,0
ham,"I will reach ur home in  &lt;#&gt;  minutes,ham",reach ur home   ltgt   minutesham,0
ham,"Well then you have a great weekend!,ham",great weekendham,0
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ,ham",langport sorry probably bed 9 pm suck ill xma go2sri lanka ham,0
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."",ham",frnd s juz wordnot merely relationshipit silent promise      wherevr whenevr forevr gudnyt dearham,0
ham,"Huh? 6 also cannot? Then only how many mistakes?,ham",huh 6 mistakesham,0
ham,"Ha... U jus ate honey ar? So sweet...,ham",ha u jus eat honey ar sweetham,0
ham,"I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham",turn phone mom tell cancer sister stop hurt talk u u home love uham,0
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?,ham",honey   sweetheart   darling   sexy bun   sugar plum   loverboy   miss boytoy   smack ass gym ham,0
ham,"Thanks for loving me so. You rock,ham",thank love rockham,0
ham,"Yeah imma come over cause jay wants to do some drugs,ham",yeah imma come cause jay want drugsham,0
ham,"Ok thanx... Take care then...,ham",ok thanx care thenham,0
ham,"Yup. Thk of u oso boring wat.,ham",yup thk u oso boring watham,0
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.,ham",come look flat ok 50   away alot wiv work woman come 630 tooham,0
ham,"Moji just informed me that you saved our lives. Thanks.,ham",moji inform save life thanksham,0
spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam",win nokia 7250i win free auction send nokia 86021 hgsuite3422land roww1jhl 16spam,1
ham,"Whos this am in class:-),ham",s classham,0
ham,"Hey r Ì_ still online? I've finished the formatting...,ham",hey r ì online finish formattingham,0
ham,"Great! So what attracts you to the brothas?,ham",great attract brothasham,0
spam,"Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,spam",promotion number 8714714   ur award city break win å200 summer shopping spree wk txt store 88039   skilgme tscs087147403231winawkage16 å150perwksubspam,1
ham,"Stupid.its not possible,ham",stupidit possibleham,0
ham,"I cant pick the phone right now. Pls send a message,ham",pick phone right pls send messageham,0
ham,"LOL what happens in Vegas stays in vegas,ham",lol happen vegas stay vegasham,0
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!,ham",hello hello hi lou sorry long 2 reply leave mobile friend lancaster bak neway m sorry couldnåõt ur båõday 2 hunham,0
ham,"When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,ham",use soc use home ìï dunno 2 type word arham,0
ham,"Dad says hurry the hell up,ham",dad hurry hell upham,0
ham,"Wake me up at  &lt;#&gt;  am morning:),ham",wake   ltgt   morningham,0
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?,ham",class bsn like   ltgt   minute know advise isham,0
ham,"Great! I shoot big loads so get ready!,ham",great shoot big load readyham,0
ham,"I'll meet you in the lobby,ham",meet lobbyham,0
ham,"You still coming tonight?,ham",come tonightham,0
ham,"What happen dear tell me,ham",happen dear tell meham,0
ham,"Sir, i am waiting for your call, once free please call me.,ham",sir wait free meham,0
ham,"No i am not having not any movies in my laptop,ham",movie laptopham,0
ham,"I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham",texte finish long time ago shower er'ythingham,0
ham,"Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham",ok m sure time finish tomorrow wanna spend evening cos vewy vewy lubly love xxxham,0
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you,ham",hello request   ltgt   rs5 transfer youham,0
ham,"I am in tirupur.  call you da.,ham",tirupur   daham,0
spam,"You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam",winner specially select receive å1000 cash å2000 award speak live operator claim 087147123779am7pm cost 10pspam,1
ham,"S:)but he had some luck.2 catches put down:),ham",sbut luck2 catch downham,0
ham,"How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,ham",noe ì specify da domain nusstu ìï schham,0
ham,"Oh...i asked for fun. Haha...take care. Ì_,ham",ohi ask fun hahatake care ìham,0
ham,"Shall i get my pouch?,ham",shall pouchham,0
ham,"Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham",hey loverboy love   tell   look picture ache feel leg   fuck want   need   crave ham,0
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?,ham",boy sweet word leave morning   sigh   day love   start studyingham,0
ham,"Kent vale lor... ÌÏ wait 4 me there ar?,ham",kent vale lor ìï wait 4 arham,0
ham,"Ok. Very good. Its all about making that money.,ham",ok good moneyham,0
ham,"Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham",read gud habit nan bari hudgi yorge pataistha ertini kanoham,0
ham,"Aight do you still want to get money,ham",aight want moneyham,0
spam,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam",free ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 weekstop sms08718727870spam,1
ham,"Ok.ok ok..then..whats ur todays plan,ham",okok okthenwhat ur todays planham,0
ham,"ARE YOU IN TOWN? THIS IS V. IMPORTANT,ham",town v importantham,0
ham,"Sorry pa, i dont knw who ru pa?,ham",sorry pa knw ru paham,0
ham,"Wat u doing there?,ham",wat u thereham,0
ham,"If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,ham",meet ì rite home lor ì dun feel like comin okham,0
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.,ham",oh pay outstanding commercial hasbroin august jump hoop pay notham,0
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.,ham",lateso tomorrow morningtake care sweet dreamsu meummifyingbyeham,0
ham,"Networking technical support associate.,ham",network technical support associateham,0
ham,"I'm gonna rip out my uterus.,ham",rip uterusham,0
ham,"Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham",cool like swim pool jacuzzi househam,0
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar,spam",thank ringtone order reference number x49 mobile charge 450 tone arrive customer service 09065989182 colourredtextcolourtxtstarspam,1
ham,"Yeah why not, is the gang all ready,ham",yeah gang readyham,0
ham,"Blank is Blank. But wat is blank? Lol,ham",blank blank wat blank lolham,0
ham,"I'm in a movie... Collect car oredi...,ham",movie collect car orediham,0
ham,"We left already we at orchard now.,ham",leave orchard nowham,0
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam",hi 2nights ur lucky night uve invite 2 xchat uks wildest chat txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrsspam,1
ham,"Nothing spl..wat abt u and whr ru?,ham",splwat abt u whr ruham,0
ham,"No chikku nt yet.. Ya i'm free,ham",chikku ya freeham,0
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.,ham",aldrine rakhesh ex rtm herepls callurgentham,0
ham,"The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham",search 4 happiness 1 d main source unhappiness accept life way come u find happiness moment u liveham,0
ham,"I'm at home. Please call,ham",home callham,0
ham,"I guess you could be as good an excuse as any, lol.,ham",guess good excuse lolham,0
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING,ham",frnd necesity life imagine urself witout frnd hw'd u feel ur colleg wat'll u wth ur cell wat abt function thnk abt event espe'll care miss amp irritate u 4wrd dearloving frnd wthout u live jst takecare goodmorningham,0
ham,"Gud mrng dear hav a nice day,ham",gud mrng dear hav nice dayham,0
ham,"Old Orchard near univ. How about you?,ham",old orchard near univ youham,0
ham,"4 tacos + 1 rajas burrito, right?,ham",4 taco   1 rajas burrito rightham,0
ham,"ItÛ÷s å£6 to get in, is that ok?,ham",itûs å6 okham,0
ham,"Hows the street where the end of library walk is?,ham",s street end library walk isham,0
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.,ham",plz note mobile co amp ask u type   ltgt     ltgt   disconnect callcoz iz attempt ' terrorist ' use sim card itz confirmd nokia n motorola n verify cnn ibnham,0
ham,"We stopped to get ice cream and will go back after,ham",stop ice cream afterham,0
ham,"Did you stitch his trouser,ham",stitch trouserham,0
ham,"No da. . Vijay going to talk in jaya tv,ham",da   vijay talk jaya tvham,0
spam,"2/2 146tf150p,spam",22 146tf150pspam,1
ham,"Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham",hey bored think u wat r u doingham,0
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?,ham",nah wednesday bring mini cheeto bag overham,0
ham,"Nobody names their penis a girls name this story doesn't add up at all,ham",penis girl story add allham,0
ham,"Aight, let me know when you're gonna be around usf,ham",aight let know usfham,0
ham,"I'm not. She lip synced with shangela.,ham",lip sync shangelaham,0
ham,"ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,ham",ìï neva tell noe home da aft wat ham,0
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND,ham",bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care u forevr goodfriendham,0
spam,"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,spam",dear voucher holder 2 claim 1st class airport lounge pass holiday voucher 08704439680 book quote 1st class x 2spam,1
