type,text,target,text_clean,text_encoded
ham,"Damn, poor zac doesn't stand a chance,ham",0,damn poor zac stand chanceham,"[1, 793, 1, 816, 1]"
ham,"No message..no responce..what happend?,ham",0,messageno responcewhat happendham,"[1, 1, 1]"
ham,"I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),ham",0,want tel u thing u mistake k message sentham,"[14, 588, 2, 55, 2, 1, 103, 71, 1]"
ham,"Yeah right! I'll bring my tape measure fri!,ham",0,yeah right bring tape measure friham,"[77, 79, 169, 1, 1, 1]"
ham,"Still chance there. If you search hard you will get it..let have a try :),ham",0,chance search hard itlet try ham,"[175, 368, 489, 1, 43, 5]"
ham,"Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham",0,meet u work    tel shall work tomorrowham,"[50, 2, 40, 588, 252, 40, 280]"
ham,"Should I head straight there or what,ham",0,head straight whatham,"[391, 1, 1]"
spam,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,spam",1,official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx å150spam,"[1, 805, 440, 242, 348, 884, 1, 27, 207, 248, 17, 92, 884, 1, 849, 23, 1, 30, 1, 1, 1]"
ham,"Thank you princess! You are so sexy...,ham",0,thank princess sexyham,"[66, 298, 1]"
ham,"Oooh I got plenty of those!,ham",0,oooh plenty thoseham,"[1, 1, 1]"
ham,"Hui xin is in da lib.,ham",0,hui xin da libham,"[1, 1, 52, 1]"
ham,"Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham",0,big difference   ltgt   versus   ltgt     ltgt hrsham,"[166, 1, 11, 1, 11, 11, 1]"
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.,ham",0,cry stuff happen push edge underdtand cry sorry sorry lifeham,"[993, 174, 180, 1, 1, 1, 993, 25, 25, 1]"
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""",ham",0,2 babe feel let 4get itboth try cheer upnot fit soo muchxxlove u locaxxham,"[3, 85, 56, 69, 1, 1, 43, 625, 1, 1, 1, 1, 2, 1]"
ham,"You know what hook up means right?,ham",0,know hook mean rightham,"[10, 1, 115, 518]"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622,spam",1,customer service announcement recently try delivery unable 07090298926 reschedule ref9307622spam,"[120, 87, 1, 1, 43, 406, 1, 1, 1, 1]"
ham,"Wat's da model num of ur phone?,ham",0,wat da model num ur phoneham,"[61, 52, 1, 1, 4, 701]"
ham,"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,ham",0,skateboard despite fact throw wind bandage shit arm minutesham,"[1, 1, 727, 830, 1, 1, 247, 1, 851]"
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"",spam",1,stop club tone reply stop mix mytonecomenjoy html term club tone cost gbp450week mfl po box 1146 mk45 2wt 23spam,"[30, 394, 92, 28, 30, 1, 1, 1, 555, 394, 92, 184, 1, 1, 211, 212, 1, 1, 1, 1]"
ham,"My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham",0,house e sky dark liao rain excuse 2 run rite heeham,"[376, 75, 1, 1, 328, 543, 1, 3, 208, 565, 895]"
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.,ham",0,sorry leave phone upstairs ok hectic bird fall swoop dateham,"[25, 53, 33, 1, 16, 1, 1, 508, 1, 1]"
ham,"* Thought I didn't see you.,ham",0,think youham,"[20, 81]"
spam,"wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,spam",1,wamma laidwant real doggin location send direct mobile join uks large dog network txt dog 69696 nownyt ec2a 3lp å150msgspam,"[1, 1, 234, 1, 1, 9, 631, 27, 220, 1, 1, 511, 232, 23, 511, 1, 1, 1, 1, 1]"
ham,"Carlos says we can pick up from him later so yeah we're set,ham",0,carlos pick later yeah setham,"[515, 63, 105, 77, 1]"
ham,"Hey babe, my friend had to cancel, still up for a visit ?,ham",0,hey babe friend cancel visit ham,"[47, 85, 57, 798, 525, 5]"
ham,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham",0,request ' maangalyam alaipayuthe ' set callertune caller press 9 copy friend callertuneham,"[733, 88, 1, 1, 88, 367, 1, 423, 734, 283, 804, 57, 1]"
ham,"Hmm ill have to think about it... ok you're forgiven! =D,ham",0,hmm ill think ok forgive dham,"[710, 94, 20, 16, 1, 1]"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?,ham",0,hope away 7 langport town tonightham,"[39, 316, 266, 1, 315, 274]"
ham,"Want to send me a virtual hug?... I need one,ham",0,want send virtual hug need oneham,"[14, 9, 1, 1, 22, 751]"
ham,"Probably not, still going over some stuff here,ham",0,probably stuff hereham,"[231, 174, 336]"
ham,"It has issues right now. Ill fix for her by tomorrow.,ham",0,issue right ill fix tomorrowham,"[1, 79, 94, 551, 280]"
ham,"Why i come in between you people,ham",0,come peopleham,"[6, 1]"
ham,"Senthil group company Apnt 5pm.,ham",0,senthil group company apnt 5pmham,"[1, 1, 464, 1, 1]"
ham,"Oh really?? Did you make it on air? What's your talent?,ham",0,oh air talentham,"[58, 1, 1]"
ham,"Studying. But i.ll be free next weekend.,ham",0,study ill free weekendham,"[516, 94, 12, 584]"
ham,"R u here yet? I'm wearing blue shirt n black pants.,ham",0,r u wear blue shirt n black pantsham,"[24, 2, 965, 642, 1, 29, 1, 1]"
ham,"Wait.i will come out.. &lt;#&gt;  min:),ham",0,waiti come ltgt   minham,"[1, 6, 11, 470]"
ham,"I will reach ur home in  &lt;#&gt;  minutes,ham",0,reach ur home   ltgt   minutesham,"[147, 4, 32, 11, 851]"
ham,"Well then you have a great weekend!,ham",0,great weekendham,"[46, 584]"
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ,ham",0,langport sorry probably bed 9 pm suck ill xma go2sri lanka ham,"[1, 25, 231, 322, 283, 412, 997, 94, 1, 1, 1, 5]"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."",ham",0,frnd s juz wordnot merely relationshipit silent promise      wherevr whenevr forevr gudnyt dearham,"[268, 44, 307, 1, 1, 1, 946, 572, 1, 1, 1, 1, 289]"
ham,"Huh? 6 also cannot? Then only how many mistakes?,ham",0,huh 6 mistakesham,"[493, 261, 1]"
ham,"Ha... U jus ate honey ar? So sweet...,ham",0,ha u jus eat honey ar sweetham,"[477, 2, 214, 136, 1, 1, 1]"
ham,"I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham",0,turn phone mom tell cancer sister stop hurt talk u u home love uham,"[573, 33, 371, 19, 1, 437, 30, 244, 121, 2, 2, 32, 15, 186]"
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?,ham",0,honey   sweetheart   darling   sexy bun   sugar plum   loverboy   miss boytoy   smack ass gym ham,"[1, 1, 1, 326, 1, 1, 1, 1, 35, 517, 1, 706, 954, 5]"
ham,"Thanks for loving me so. You rock,ham",0,thank love rockham,"[66, 15, 1]"
ham,"Yeah imma come over cause jay wants to do some drugs,ham",0,yeah imma come cause jay want drugsham,"[77, 1, 6, 374, 592, 14, 1]"
ham,"Ok thanx... Take care then...,ham",0,ok thanx care thenham,"[16, 378, 111, 314]"
ham,"Yup. Thk of u oso boring wat.,ham",0,yup thk u oso boring watham,"[177, 139, 2, 389, 1, 504]"
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.,ham",0,come look flat ok 50   away alot wiv work woman come 630 tooham,"[6, 93, 1, 16, 1, 316, 1, 935, 40, 1, 6, 1, 397]"
ham,"Moji just informed me that you saved our lives. Thanks.,ham",0,moji inform save life thanksham,"[1, 905, 576, 82, 658]"
spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam",1,win nokia 7250i win free auction send nokia 86021 hgsuite3422land roww1jhl 16spam,"[26, 99, 1, 26, 12, 503, 9, 99, 1, 937, 1, 369]"
ham,"Whos this am in class:-),ham",0,s classham,"[44, 541]"
ham,"Hey r Ì_ still online? I've finished the formatting...,ham",0,hey r ì online finish formattingham,"[47, 24, 48, 404, 113, 1]"
ham,"Great! So what attracts you to the brothas?,ham",0,great attract brothasham,"[46, 1, 1]"
spam,"Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,spam",1,promotion number 8714714   ur award city break win å200 summer shopping spree wk txt store 88039   skilgme tscs087147403231winawkage16 å150perwksubspam,"[1, 60, 1, 4, 107, 1, 358, 26, 834, 789, 651, 1, 323, 23, 790, 1, 1, 1, 1]"
ham,"Stupid.its not possible,ham",0,stupidit possibleham,"[1, 1]"
ham,"I cant pick the phone right now. Pls send a message,ham",0,pick phone right pls send messageham,"[63, 33, 79, 59, 9, 395]"
ham,"LOL what happens in Vegas stays in vegas,ham",0,lol happen vegas stay vegasham,"[117, 180, 1, 213, 1]"
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!,ham",0,hello hello hi lou sorry long 2 reply leave mobile friend lancaster bak neway m sorry couldnåõt ur båõday 2 hunham,"[140, 140, 36, 1, 25, 144, 3, 28, 53, 27, 57, 1, 907, 1, 51, 25, 1, 4, 1, 3, 1]"
ham,"When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,ham",0,use soc use home ìï dunno 2 type word arham,"[151, 1, 151, 32, 129, 260, 3, 512, 135, 1]"
ham,"Dad says hurry the hell up,ham",0,dad hurry hell upham,"[269, 857, 1, 230]"
ham,"Wake me up at  &lt;#&gt;  am morning:),ham",0,wake   ltgt   morningham,"[167, 11, 534]"
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?,ham",0,class bsn like   ltgt   minute know advise isham,"[224, 1, 13, 11, 187, 10, 1, 883]"
ham,"Great! I shoot big loads so get ready!,ham",0,great shoot big load readyham,"[46, 1, 166, 630, 826]"
ham,"I'll meet you in the lobby,ham",0,meet lobbyham,"[50, 1]"
ham,"You still coming tonight?,ham",0,come tonightham,"[6, 274]"
ham,"What happen dear tell me,ham",0,happen dear tell meham,"[180, 74, 19, 80]"
ham,"Sir, i am waiting for your call, once free please call me.,ham",0,sir wait free meham,"[325, 45, 12, 80]"
ham,"No i am not having not any movies in my laptop,ham",0,movie laptopham,"[300, 1]"
ham,"I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham",0,texte finish long time ago shower er'ythingham,"[811, 113, 144, 18, 936, 681, 1]"
ham,"Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham",0,ok m sure time finish tomorrow wanna spend evening cos vewy vewy lubly love xxxham,"[16, 51, 98, 18, 113, 124, 191, 353, 310, 83, 1, 1, 1, 15, 356]"
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you,ham",0,hello request   ltgt   rs5 transfer youham,"[140, 733, 11, 1, 1, 81]"
ham,"I am in tirupur.  call you da.,ham",0,tirupur   daham,"[1, 278]"
spam,"You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam",1,winner specially select receive å1000 cash å2000 award speak live operator claim 087147123779am7pm cost 10pspam,"[505, 817, 264, 150, 209, 89, 245, 107, 160, 133, 510, 42, 1, 184, 1]"
ham,"S:)but he had some luck.2 catches put down:),ham",0,sbut luck2 catch downham,"[1, 1, 507, 1]"
ham,"How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,ham",0,noe ì specify da domain nusstu ìï schham,"[390, 48, 1, 52, 1, 1, 129, 1]"
ham,"Oh...i asked for fun. Haha...take care. Ì_,ham",0,ohi ask fun hahatake care ìham,"[1, 34, 282, 1, 111, 796]"
ham,"Shall i get my pouch?,ham",0,shall pouchham,"[252, 1]"
ham,"Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham",0,hey loverboy love   tell   look picture ache feel leg   fuck want   need   crave ham,"[47, 1, 15, 19, 93, 939, 1, 56, 1, 215, 14, 22, 627, 5]"
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?,ham",0,boy sweet word leave morning   sigh   day love   start studyingham,"[200, 218, 135, 53, 109, 1, 21, 15, 96, 1]"
ham,"Kent vale lor... ÌÏ wait 4 me there ar?,ham",0,kent vale lor ìï wait 4 arham,"[1, 1, 49, 129, 45, 7, 1]"
ham,"Ok. Very good. Its all about making that money.,ham",0,ok good moneyham,"[16, 8, 1]"
ham,"Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham",0,read gud habit nan bari hudgi yorge pataistha ertini kanoham,"[297, 108, 1, 1, 1, 1, 1, 1, 1, 1]"
ham,"Aight do you still want to get money,ham",0,aight want moneyham,"[236, 14, 1]"
spam,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam",1,free ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 weekstop sms08718727870spam,"[12, 242, 607, 329, 1, 203, 37, 1, 1, 1, 1, 1]"
ham,"Ok.ok ok..then..whats ur todays plan,ham",0,okok okthenwhat ur todays planham,"[1, 1, 4, 387, 781]"
ham,"ARE YOU IN TOWN? THIS IS V. IMPORTANT,ham",0,town v importantham,"[315, 145, 1]"
ham,"Sorry pa, i dont knw who ru pa?,ham",0,sorry pa knw ru paham,"[25, 375, 472, 1, 743]"
ham,"Wat u doing there?,ham",0,wat u thereham,"[61, 2, 219]"
ham,"If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,ham",0,meet ì rite home lor ì dun feel like comin okham,"[50, 48, 565, 32, 49, 48, 123, 56, 13, 797, 118]"
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.,ham",0,oh pay outstanding commercial hasbroin august jump hoop pay notham,"[58, 152, 1, 1, 1, 1, 1, 1, 152, 665]"
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.,ham",0,lateso tomorrow morningtake care sweet dreamsu meummifyingbyeham,"[1, 124, 1, 111, 218, 1, 1]"
ham,"Networking technical support associate.,ham",0,network technical support associateham,"[232, 1, 662, 1]"
ham,"I'm gonna rip out my uterus.,ham",0,rip uterusham,"[1, 1]"
ham,"Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham",0,cool like swim pool jacuzzi househam,"[171, 13, 1, 1, 1, 527]"
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar,spam",1,thank ringtone order reference number x49 mobile charge 450 tone arrive customer service 09065989182 colourredtextcolourtxtstarspam,"[66, 242, 327, 842, 60, 1, 27, 217, 1, 92, 978, 120, 87, 1, 1]"
ham,"Yeah why not, is the gang all ready,ham",0,yeah gang readyham,"[77, 1, 826]"
ham,"Blank is Blank. But wat is blank? Lol,ham",0,blank blank wat blank lolham,"[1, 1, 61, 1, 539]"
ham,"I'm in a movie... Collect car oredi...,ham",0,movie collect car orediham,"[300, 235, 196, 1]"
ham,"We left already we at orchard now.,ham",0,leave orchard nowham,"[53, 754, 90]"
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam",1,hi 2nights ur lucky night uve invite 2 xchat uks wildest chat txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrsspam,"[36, 1, 4, 480, 64, 1, 383, 3, 1, 1, 1, 125, 23, 125, 436, 1, 776, 1]"
ham,"Nothing spl..wat abt u and whr ru?,ham",0,splwat abt u whr ruham,"[1, 288, 2, 1, 1]"
ham,"No chikku nt yet.. Ya i'm free,ham",0,chikku ya freeham,"[703, 130, 678]"
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.,ham",0,aldrine rakhesh ex rtm herepls callurgentham,"[1, 1, 1, 1, 1, 1]"
ham,"The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham",0,search 4 happiness 1 d main source unhappiness accept life way come u find happiness moment u liveham,"[368, 7, 656, 76, 38, 1, 1, 1, 833, 82, 68, 6, 2, 62, 656, 594, 2, 1]"
ham,"I'm at home. Please call,ham",0,home callham,"[32, 634]"
ham,"I guess you could be as good an excuse as any, lol.,ham",0,guess good excuse lolham,"[178, 8, 1, 539]"
